Customer ID;expected_loss_L;budget_anchor_B;sensitivity_beta
71321;3957.1666666666665;1417.8000000000002;0.0009396109950633524
25732;4917.678333333333;5245.35;0.0006049119606894241
37178;763.79;6927.85;0.0005230171310862026
47251;1950.71;6287.400000000001;0.000551434813039513
35701;7252.408333333332;4997.700000000001;0.0006191825711713686
63619;2105.4;3582.3;0.0007156785562889845
33539;5580.16;6093.450000000001;0.0005606600364003347
46818;702.2133333333333;5077.55;0.0006145082912625031
27897;2940.5775;4711.1;0.0006365617302993356
61690;3945.7825;1742.5500000000002;0.000897478736330498
45479;1061.3325;3085.0;0.0007571361176957082
13229;5907.45;3842.15;0.0006957717833440377
59127;6303.241666666667;7170.55;0.00051299880035358
8775;741.5;3198.2000000000003;0.0007472824368680337
86426;2225.0550000000003;4182.650000000001;0.0006713038987864704
77714;1213.84;3330.9500000000003;0.0007360488290981563
17075;3428.9499999999994;3853.9;0.0006948977682747561
46209;2436.274166666667;5947.1;0.0005678281114183255
59115;4128.84;1997.8000000000002;0.0008669249698238781
8967;4980.1575;4970.400000000001;0.0006207970201284592
65220;5688.015;5823.8;0.0005740110300124076
34756;2574.34;1644.2;0.000909834057712362
8147;5411.68;6755.200000000001;0.00053038543294397
74505;5142.393333333333;2356.05;0.0008273908781934597
11822;6342.933333333333;3371.0;0.0007327257252687172
52985;3191.9708333333333;3235.0;0.000744134129378295
75218;4414.1175;1921.8500000000001;0.0008757966503631243
32118;1020.3508333333334;3457.0;0.0007256903933860676
37839;7545.2;1956.6000000000001;0.0008717150923026372
88675;7053.316666666666;2726.15;0.0007901653294432289
86928;3815.536666666667;3870.25;0.000693685232815018
35879;4435.1825;5914.950000000001;0.0005694274100290851
92862;5900.16;2920.05;0.0007719687882278887
3792;6616.174999999999;4293.75;0.0006636885312857376
50536;5861.3;6293.35;0.0005511565987179052
88985;3574.870833333334;4475.900000000001;0.0006515700573891687
22602;291.6725;1283.3500000000001;0.0009582350513032196
68789;3020.883333333333;6815.700000000001;0.0005277799205070013
37255;4512.82;1820.15;0.0008879644808743169
64515;4570.858333333333;4339.75;0.0006605857961705761
32937;7118.7249999999985;1438.4;0.0009368212445501387
88158;1743.2749999999996;7299.1;0.0005078463467706335
34755;2493.46;1253.9;0.0009624134739959283
80157;636.48;1708.65;0.0009016993826732331
82166;8099.355;5301.25;0.0006017813000527724
21502;5312.591666666666;6770.85;0.0005297089815576944
75533;885.0333333333334;2556.6000000000004;0.000806794555914826
74907;1083.3000000000002;6141.3;0.0005583554889336534
32754;1377.57;6802.25;0.0005283569471878785
24738;1029.2625;5091.700000000001;0.000613687326217598
23983;957.3725000000001;7302.3;0.0005077194065059385
34916;6387.0075;6144.450000000001;0.0005582044433757289
89406;4396.665;4176.25;0.0006717479149657403
92373;6905.525000000001;4529.55;0.0006480846311843181
76593;3656.881666666667;3704.3;0.0007061923154229342
30952;3319.1175;5027.85;0.0006174093106756461
70710;4277.615;2802.3;0.0007829176779508923
13102;4408.983333333334;3431.2000000000003;0.0007277867663936491
795;5149.973333333333;5800.400000000001;0.0005751996637242538
44973;7297.274999999999;2641.15;0.0007984154280800884
74898;2840.033333333333;5108.950000000001;0.0006126894653495211
87584;5712.046666666666;3885.9500000000003;0.0006925248780072023
88239;493.6066666666666;1412.3000000000002;0.000940358643837301
58479;2888.6916666666666;3742.05;0.0007033077613910559
63495;8067.808333333333;2489.55;0.0008135654742533858
3068;5822.483333333334;7197.05;0.0005119281084359174
92659;1739.8883333333333;7207.700000000001;0.0005114990694508383
53241;1353.2749999999999;7056.0;0.0005176790101825045
18426;895.8541666666667;4461.55;0.000652508683518381
68505;5165.3175;7239.0;0.0005102422903166298
1059;1433.1066666666666;1734.6000000000001;0.0008984649835163697
40545;3316.193333333333;7059.700000000001;0.0005175265037362007
66444;5154.61;6730.6;0.0005314522360174809
86371;8230.008333333333;5420.0;0.0005952371140629222
70519;3903.1125;4048.7000000000003;0.0006807211566154023
77714;1036.5149999999999;6780.150000000001;0.0005293078175895766
4353;6038.133333333333;2029.65;0.0008632578524470416
34197;7680.97;6615.950000000001;0.0005364812888954918
52881;1845.6258333333333;1639.95;0.0009103756407742514
65441;1103.9325000000001;3306.65;0.0007380798274002157
12649;3412.6800000000003;5722.900000000001;0.0005791717716246017
3894;6136.33;1855.3000000000002;0.0008837209302325581
56932;4008.608333333334;1838.0500000000002;0.0008857983891849166
85183;581.5891666666666;7187.900000000001;0.0005122972946345884
33284;2560.2316666666666;3524.1000000000004;0.0007202943278719408
70102;4363.3425;3615.7000000000003;0.0007130562610045472
70876;4670.58;7195.55;0.0005119885942939962
72479;4744.757500000001;7271.1;0.0005089597876430493
50135;5536.772500000001;7227.950000000001;0.0005106852716101762
45454;1090.0341666666668;4407.150000000001;0.0006560916523670133
96327;2154.1666666666665;1691.15;0.0009038937560839938
16203;6048.833333333333;3817.15;0.0006976387249114523
2967;2380.333333333333;5077.85;0.0006144908628529832
56310;1355.7666666666667;1299.4;0.0009559730852667575
97449;2278.2599999999998;3618.4;0.0007128451183066927
6857;5540.1;5859.35;0.000572214592576942
35266;1722.6183333333333;3466.4;0.000724929597100237
96944;6331.820000000001;5809.450000000001;0.0005747393737897128
87312;2832.1425;7280.700000000001;0.0005085774868843673
36158;4247.0650000000005;4092.7000000000003;0.0006775987615389025
25390;5997.052500000001;7217.0;0.0005111250034403174
96532;6526.852499999999;4366.85;0.0006587714230695168
15616;3303.44;3449.9500000000003;0.0007262620393751816
87975;1660.44;5984.650000000001;0.0005659715268405242
73773;3240.3166666666666;1756.65;0.0008957348584028112
76937;1812.6083333333333;7346.85;0.0005059587287007558
74014;1386.475;2467.4500000000003;0.0008158221731326799
84495;2142.708333333333;3517.4;0.0007208295211954865
91959;5447.713333333333;6437.25;0.0005445124862822629
33206;5615.224999999999;6375.85;0.0005473277364702712
24133;4293.35;5901.900000000001;0.0005700791545157542
8957;1635.75;2210.9500000000003;0.0008429605229029412
87909;4652.575;6608.05;0.0005368313250026841
73298;3752.2000000000003;2756.8500000000004;0.0007872273426429446
64725;514.5666666666666;4348.25;0.0006600156375341435
1;3602.8575;1864.9;0.0008825689941953223
9693;4506.341666666666;5421.25;0.0005951689848092225
18120;4234.71;2852.5;0.0007782121199422917
71792;1285.3283333333334;7093.8;0.000516125190075951
32971;4528.3275;4345.900000000001;0.0006601731711652236
85033;2301.0375000000004;2092.6;0.0008561004682283059
22629;5661.806666666667;1662.5;0.0009075094068287643
4531;8123.38;6020.900000000001;0.0005641906993902306
87799;2955.3791666666666;6285.85;0.0005515073351604062
72916;5574.4800000000005;4640.35;0.0006410031360328199
80687;3373.0916666666662;4777.150000000001;0.0006324705653400798
17558;4510.47;6494.450000000001;0.0005419157433114063
88534;2360.0;5864.05;0.0005719779301120215
71506;1201.56;3317.9500000000003;0.0007371339789970288
7555;4715.558333333333;2872.55;0.0007763484783335722
33860;5477.494166666667;5304.5;0.0006016002813681526
13972;6998.4475;4746.05;0.0006343903415024547
90782;3381.17;4919.400000000001;0.0006238356887491903
40537;4282.4400000000005;6851.5;0.0005262501669857951
67167;3986.37;7298.05;0.0005078880128771126
28436;2772.36;3453.3500000000004;0.0007259862395568065
38998;1088.9083333333335;1209.6000000000001;0.0009687679317976884
59833;4974.0599999999995;1574.15;0.0009188436528131185
14322;4371.47;2191.05;0.000845141660923949
4799;535.6833333333333;2001.5;0.0008664973638078479
92641;6602.75;1140.3500000000001;0.000978871118339809
46037;4996.282499999999;5302.35;0.0006017200199959267
93855;4877.2125;4367.05;0.0006587580699105088
34251;661.725;2054.0;0.0008604751219576771
83837;4586.5233333333335;5541.900000000001;0.0005886657459188987
66684;1198.8666666666666;1737.0;0.0008981670201814327
88923;6221.235;1911.45;0.0008770256230350951
85930;1253.4133333333334;4754.45;0.0006338706688901242
48246;1918.8466666666666;1723.95;0.0008997895844292477
31319;5078.86;4873.8;0.0006265779161625849
86750;2962.86;3471.9500000000003;0.0007244811520542143
13273;2719.63;5623.75;0.0005843342083498148
65553;1365.4533333333331;2828.4;0.0007804640830906854
96542;2816.3266666666664;6777.700000000001;0.0005294134416068353
65421;3303.3916666666664;4048.9500000000003;0.0006807033344504021
4853;774.6316666666668;4672.6;0.0006389709460356157
76083;648.9916666666666;5939.150000000001;0.0005682227467435965
34965;2684.2499999999995;7455.75;0.0005017058260520547
90065;5835.259999999999;2160.25;0.0008485398362945652
37289;6545.9400000000005;3831.9;0.0006965360195033087
28260;1563.5583333333332;3341.55;0.0007351663763657339
80597;1320.9075;7190.150000000001;0.0005122064617809299
88404;638.6625;4011.8500000000004;0.0006833583901931305
63153;7414.066666666667;3287.6000000000004;0.0007396798843805656
36381;6027.765;4827.75;0.0006293717804717456
79371;4986.541666666667;3262.0;0.0007418410495500378
65378;1880.5233333333333;2441.6;0.0008184777339150911
8293;4721.97;5527.700000000001;0.0005894237613975906
40543;1936.395;1142.5;0.000978554276724352
45444;2126.63;4807.8;0.0006305899016749696
69341;752.0666666666667;3479.3;0.0007238881185858348
75160;5027.941666666666;7291.450000000001;0.0005081500707512138
92338;1468.7024999999999;4958.400000000001;0.0006215093347357349
5656;2996.29;4801.150000000001;0.0006309969905834385
77576;5072.153333333334;5931.35;0.0005686104695919939
79511;5140.724999999999;4436.3;0.0006541668553715474
59584;7217.116666666667;3314.8500000000004;0.000737393218146959
34861;7869.833333333334;5903.5;0.0005699991669114778
70463;3541.3583333333336;1882.3500000000001;0.0008804827829102435
80563;2917.993333333333;3577.8500000000004;0.000716029390704694
11388;2946.6500000000005;2630.5;0.0007994612778047686
24662;5698.2300000000005;4433.6;0.000654344663737171
5296;6269.460000000001;1933.0500000000002;0.0008744769874476987
6543;4139.48;6776.400000000001;0.0005294695041238163
36456;1487.895;4606.150000000001;0.0006431723728478132
93687;4322.224999999999;1681.7;0.0009050831644979147
10440;4994.4;7139.55;0.0005142570058705318
34878;1682.8733333333332;1608.3500000000001;0.0009144227793252863
24995;3116.8733333333334;1731.0;0.0008989122993838899
64396;1027.9033333333334;6527.700000000001;0.0005404176245370005
93034;1781.3133333333333;3941.15;0.0006884757970553966
26729;3172.3500000000004;6256.900000000001;0.0005528653752099857
22229;3923.0275000000006;5024.950000000001;0.000617579431438127
1815;5492.34;1045.6000000000001;0.0009930409673895608
69269;3039.1200000000003;3844.75;0.0006955781948933073
3589;3650.1;6147.6;0.0005580534795169758
68449;5418.6;3496.55;0.0007225001111555734
79355;724.455;4831.95;0.0006291159333320428
65533;5698.993333333333;2411.2000000000003;0.0008216229198399706
63071;730.8583333333332;2656.3;0.00079693237618239
33332;2625.9683333333332;3515.7000000000003;0.0007209654430400807
70855;8427.475833333334;1678.9;0.000905436183179523
96441;6633.65;1437.65;0.0009369225225225226
61751;1957.125;4956.8;0.0006216044335422914
44443;4439.993333333333;4461.1;0.0006525381615207385
74936;1200.7875;3514.0;0.0007211014161540296
51310;2354.153333333333;6794.35;0.0005286964584926225
17137;5948.8;1986.0;0.0008682915099821664
94422;5242.53;5778.75;0.0005763037965704963
41720;8084.233333333333;2882.5;0.0007754269387462943
82442;1296.16;4674.85;0.0006388296460829312
34401;1304.5866666666666;1951.65;0.00087229416895927
83008;4843.813333333333;6850.400000000001;0.0005262970385214874
70127;8304.853333333333;1762.8500000000001;0.0008949701901496689
63069;3447.65;3237.15;0.0007439510129335012
37978;3042.9999999999995;1872.4;0.0008816711316083964
63278;8010.733333333334;5396.75;0.000596507167373309
361;2515.0308333333332;2005.6000000000001;0.0008660240225436184
88902;2365.4575000000004;5680.25;0.00058138120410372
70436;816.11;7303.55;0.0005076698376993611
12666;2053.625;2537.3;0.0008087319510025321
67617;1365.8883333333333;2554.8;0.0008069748530352033
68232;1505.28;4708.1;0.0006367488085266875
69507;8983.654166666667;6355.75;0.0005482556766422618
1517;6856.47;4275.35;0.0006649378017841068
88439;5422.8533333333335;1320.3000000000002;0.0009530435547605257
53269;6029.85;5991.25;0.0005656464568231065
54900;1114.6566666666668;2113.65;0.0008537334997044723
76618;4850.724999999999;4974.400000000001;0.0006205599446261068
89714;6141.859166666666;1343.45;0.0009498195315125744
1;5938.625;5327.85;0.0006003029267526806
76410;2457.36;1871.65;0.0008817608356508174
76580;6293.3533333333335;3328.75;0.0007362322452030899
96513;1359.3333333333333;2870.05;0.0007765803653568144
88393;3812.2;7297.650000000001;0.000507903887478023
72744;4296.4574999999995;1889.1000000000001;0.0008796784387497547
89406;1365.76;4560.0;0.0006461229541195943
28206;5120.265;3606.9500000000003;0.0007137413800676418
97196;5694.056666666667;2711.9500000000003;0.0007915316982878296
39467;1087.7199999999998;5070.900000000001;0.0006148948750088687
6353;5963.43;4008.8;0.0006835775846203194
75628;3628.4691666666663;7406.55;0.0005036183598834686
3553;2754.693333333333;1571.9;0.0009191359988687383
81473;991.5091666666667;5023.900000000001;0.0006176410500059389
73662;3140.605;1826.0;0.0008872554038097969
5708;2081.35;6810.450000000001;0.0005280050039397902
67858;4461.958333333333;3644.7000000000003;0.0007107949543717296
13820;1843.7475;1184.4;0.0009724202416127465
82344;2302.7666666666664;6244.8;0.0005534349682621448
65035;5529.453333333333;5385.3;0.0005971346283698433
91345;674.42;4138.7;0.0006743649200346525
16023;1393.029166666667;1105.05;0.000984102711623189
91989;5699.650833333334;2028.1000000000001;0.0008634355966763861
86456;5298.6224999999995;6668.35;0.0005341710359790272
88411;9216.08;6715.0;0.0005321309717270372
811;3258.7499999999995;1827.65;0.0008870556124189696
87437;2970.81;6649.200000000001;0.0005350130257098291
40714;4446.9400000000005;1900.95;0.0008782699167657551
8158;3402.3275;3505.3500000000004;0.0007217940745347132
70472;5259.406666666667;3857.25;0.0006946489831251136
57734;3751.498333333334;5329.3;0.0006002225474760253
81909;1814.3358333333335;6632.700000000001;0.0005357406316067109
54423;8669.805833333332;5849.75;0.0005726985973073941
36095;1382.565;5407.150000000001;0.00059593838819107
87952;6459.7575;1813.8000000000002;0.0008887354467331634
62942;3377.6000000000004;3551.25;0.0007181337075051652
12724;1904.1983333333335;1330.4;0.0009516342740016837
56665;1433.6933333333336;1533.3000000000002;0.0009241804881169888
65841;1050.1725000000001;2599.3;0.0008025410073896643
43936;3020.5833333333335;6447.3;0.0005440544397617841
48745;5497.12;3528.7000000000003;0.0007199273415997033
64068;1497.8416666666667;3448.65;0.0007263675476336816
88907;3879.94;4051.5;0.0006805216016584043
79417;2925.353333333333;3454.75;0.0007258727358005941
5290;651.3833333333332;7187.8;0.0005123013323980407
78017;2037.8325;2385.4;0.0008243112139754606
52186;1448.1499999999999;1939.95;0.0008736659587623324
34604;1305.3083333333334;6037.700000000001;0.0005633691728313203
39081;2305.27;3633.1000000000004;0.0007116977537378394
12883;4063.7166666666662;4883.900000000001;0.0006259684603346575
54100;8896.59;4045.8;0.0006809279619512553
3062;6247.724999999999;1711.45;0.0009013492712825704
87598;4298.7225;6804.05;0.000528279651167516
65793;509.37749999999994;6234.25;0.0005539325555432458
72936;4922.2;6071.55;0.0005617211400521976
41810;4349.085;1564.3500000000001;0.0009201183431952663
12210;3789.839166666666;5329.35;0.0006002197761607506
74148;6186.4575;2269.3;0.0008366294897125167
30984;2053.0950000000003;4128.35;0.0006750898402609003
64887;2699.2999999999997;6050.3;0.0005627545962606546
69172;2704.3741666666665;1448.45;0.0009354662291495761
94489;1959.64;3923.7000000000003;0.0006897506778231133
57212;1593.6399999999999;2474.9;0.0008150600332298818
4283;7886.13;4500.6;0.0006499607517661706
11126;1821.5175;6034.35;0.0005635327981134365
29284;4871.306666666666;3730.3500000000004;0.0007041992589543021
24597;7333.470833333334;2644.15;0.0007981213163064834
34163;5463.461666666667;6562.05;0.0005388786177965329
96874;4962.5925;1720.75;0.0009001883499986151
74557;7884.683333333333;1825.3500000000001;0.0008873341342215912
9475;2272.9125000000004;1322.5500000000002;0.0009527292448405253
18706;5079.82;2572.3;0.0008052253736612922
2680;897.0533333333333;1915.2;0.0008765820864323234
11987;3313.325;3684.65;0.0007077031956012849
90023;3039.983333333333;4953.8;0.0006217828222678203
71429;8720.56;4481.7;0.0006511914482219696
5389;816.5150000000001;5527.75;0.000589421088904204
23027;586.7108333333334;6412.1;0.0005456621292063852
38746;3312.54;3662.2000000000003;0.0007094372984212048
55470;4104.5375;1850.75;0.0008842679509155714
73123;5733.705;7231.55;0.0005105408674615518
43888;1620.9375;5817.950000000001;0.0005743077276502501
44750;802.6425;4073.9;0.0006789293641467554
15041;4168.387500000001;4848.900000000001;0.0006280855175745863
43789;2907.2916666666665;3356.9500000000003;0.0007338880859904254
67058;4897.4800000000005;7112.200000000001;0.0005153722035672234
85366;4057.3500000000004;6298.75;0.0005509043445832557
3881;1035.445;4912.0;0.0006242790666404146
65469;3033.57;1232.7;0.0009654439996732295
60960;3394.6091666666666;4635.75;0.0006412940526461186
70719;4440.013333333333;5225.75;0.0006060173789811293
2944;9254.58;7243.6;0.0005100581082830788
92414;1550.9333333333334;7465.450000000001;0.0005013304744201832
87730;2935.8175;5478.400000000001;0.0005920706852185003
68905;2046.725;1850.4;0.0008843100574810381
21174;8597.11;3609.7000000000003;0.0007135259151110647
70587;1631.8916666666664;3217.4;0.0007456365252803349
65250;1386.685;2479.9500000000003;0.0008145442241660192
65034;6944.110000000001;3293.6000000000004;0.0007391751815271594
78694;2867.7225;5253.950000000001;0.0006044282021239004
95475;1942.2666666666667;4321.95;0.0006617829725712191
84809;2673.8866666666663;1863.25;0.0008827667694313536
5973;4370.425;1362.15;0.0009472311279510345
78859;5212.013333333334;5884.150000000001;0.0005709680252986648
47533;5439.915;6743.25;0.0005309031209415916
74113;3870.6449999999995;2045.15;0.0008614844267726972
38787;3377.583333333333;7032.85;0.0005186352501855147
79672;875.07;1708.8500000000001;0.0009016743656970051
68231;9677.41;4101.7;0.0006769636152496212
90630;2922.92;1294.45;0.0009566695612498712
73162;6851.091666666665;1329.3000000000002;0.000951787557748768
18583;4828.547500000001;5612.35;0.000584933676499703
68315;2374.785;6018.650000000001;0.0005643009072361853
6581;1134.9833333333333;4101.8;0.0006769565647570991
38667;1557.1583333333333;4107.35;0.0006765654925472563
79226;5714.0775;2869.5;0.0007766313990931195
62975;3648.1866666666665;3254.05;0.000742514764847668
48834;4562.033333333334;5034.400000000001;0.0006170254170918669
30155;2994.6375;3078.8;0.0007576833184708549
89040;364.55333333333334;4805.0;0.000630761243492142
27069;1343.5466666666666;4180.6;0.0006714460588092496
68792;4977.93;7334.900000000001;0.0005064298096963322
75379;3589.7025000000003;1115.9;0.0009824887578883724
78872;1267.5833333333333;2114.85;0.0008535989599064967
84626;998.7716666666668;6592.3;0.0005375305466769764
41587;2032.4149999999997;7267.200000000001;0.0005091152615521988
46740;4557.84;1514.8000000000002;0.0009266178640416844
81238;5910.283333333333;5671.8;0.0005818209485617613
69975;4771.425;7335.900000000001;0.0005063903550630076
13317;6063.091666666666;4055.05;0.0006802687626244127
43470;935.2425000000001;1157.95;0.0009762834569978071
13940;3055.9399999999996;2744.2000000000003;0.0007884352957587595
75192;5488.84;3074.4;0.0007580721345890312
34918;1085.385;5710.650000000001;0.0005798046474287499
35274;1609.3249999999998;4379.25;0.000657944549604721
11334;4597.5125;6178.900000000001;0.0005565578507973884
22973;5119.1900000000005;5967.700000000001;0.0005668080801914969
2347;2917.73;3362.6000000000004;0.0007334202167572172
47686;5133.9825;2667.1000000000004;0.0007958785103373966
32193;1551.7;5503.6;0.0005907147303800172
68758;5846.016666666666;3373.4500000000003;0.0007325234129354354
8779;7049.775000000001;1854.95;0.0008837629847174635
28123;2224.95;1840.7;0.0008854786085511304
96611;9078.950833333332;6078.1;0.0005614033572437262
94580;3139.665;2747.9500000000003;0.0007880768204854627
44794;2583.86;1683.2;0.0009048941605585371
27825;6351.650000000001;6568.3;0.0005385995367972722
27876;3195.62;7237.75;0.0005102923627684964
86722;504.48;4114.0;0.0006760975051618238
19954;6493.6833333333325;1987.9;0.0008680711829321226
64051;3142.7416666666663;1604.75;0.0009148861301128845
3631;2402.633333333333;2028.45;0.0008633954544850763
47344;2812.57;3414.0;0.0007291910902696366
83717;5058.089166666668;6016.1;0.000564425861522497
33726;3366.03;6911.5;0.0005237061238302038
95047;1406.74;1266.1000000000001;0.0009606781013752688
50658;1416.4333333333332;5732.6;0.0005786716166108018
63835;3486.4700000000003;3474.3500000000004;0.0007242874016625437
90029;7259.202499999999;5196.35;0.0006076831024102018
84699;5423.535;7197.950000000001;0.0005118918237804974
66648;2105.786666666667;4899.35;0.0006250384644972691
95435;5881.706666666666;1691.3500000000001;0.0009038686171987986
91087;4459.046666666667;7340.35;0.0005062148564664101
83204;778.6333333333333;1973.6000000000001;0.0008697321852691864
26734;3132.95;3363.55;0.0007333416070582395
59870;1324.83;5414.1;0.0005955588948089373
67858;6586.1325;4984.400000000001;0.0006199680473090587
87888;585.5475;1332.45;0.0009513487405412524
78001;5120.266666666666;5417.400000000001;0.000595378872884655
31791;5190.66;6149.400000000001;0.0005579672511105865
81424;3664.9249999999997;6600.200000000001;0.0005371795984314115
96629;2109.4875;4697.0;0.000637441955113589
39509;5740.446666666667;4289.650000000001;0.0006639664947137239
37792;6777.9158333333335;3898.9;0.000691570687591435
15786;641.7975;1309.15;0.0009546042003231017
66828;1623.0333333333333;5916.85;0.0005693326442842503
43886;1882.1550000000002;3522.9;0.0007203901249619019
9730;1946.4900000000002;2175.4;0.0008468649229666787
59341;2586.65;4205.75;0.0006697061490273656
43178;6482.9875;2804.3500000000004;0.0007827244045181956
67501;5644.9425;3401.8500000000004;0.000730186368895829
1772;4591.491666666667;2306.65;0.0008326266572727855
25347;3239.1375000000003;2155.4;0.0008490774305215375
66488;5821.635;1670.0;0.0009065601093467784
55456;3994.635;2009.5500000000002;0.0008655684874956722
89423;1307.445;6869.150000000001;0.0005254992319508448
25284;1408.5916666666665;6358.6;0.0005481239116410661
36048;903.7574999999999;1801.75;0.0008902021474745262
31939;804.725;6037.900000000001;0.0005633594071634417
59887;6355.358333333333;2232.4500000000003;0.0008406166341192141
58935;1172.52;5722.1;0.000579213060118785
73945;2909.2408333333337;6571.55;0.0005384545288864589
64329;5554.658333333333;5274.3;0.0006032865701702687
5115;4630.5075;5604.150000000001;0.0005853656340057637
56864;5739.3225;7315.400000000001;0.0005072004057665671
76704;1379.8875;6214.5;0.0005548664671962166
35910;3864.4275;1501.65;0.0009283582089552238
85916;4944.858333333334;5822.75;0.0005740642608588134
3110;2987.835;5776.650000000001;0.0005764111204717775
74229;2481.5058333333336;2704.0;0.0007922987377877461
50195;7449.9749999999985;5073.1;0.0006147669288136234
62712;1544.145;2625.1000000000004;0.0007999926153391713
95093;6549.05;3488.9;0.0007231150048671952
49527;4072.0933333333332;3400.8500000000004;0.0007302684058557192
4374;1559.3833333333332;7253.650000000001;0.0005096561728153056
67710;2582.55;4427.650000000001;0.0006547368421052632
16782;3609.21;1539.0500000000002;0.0009234255352398813
59231;1353.3333333333333;7453.950000000001;0.0005017755407679599
36102;3465.98;5243.55;0.0006050133104976078
39608;1715.3;2844.5;0.0007789582172368129
74219;1191.4875000000002;3486.75;0.000723288006587586
4254;6615.406666666667;3666.2000000000003;0.000709127704954697
15500;1212.8325;1373.8000000000002;0.0009456256864984397
32379;2820.7025;1661.8500000000001;0.0009075917729030817
38810;3346.683333333333;1385.2;0.000944059955991605
32532;3871.08;4170.95;0.0006721160607188651
68741;672.4300000000001;6566.05;0.000538699972650196
72806;6574.410000000001;2621.1000000000004;0.0008003866542707442
3357;9557.960000000001;1974.25;0.0008696565472765951
15696;5351.463333333333;2503.8;0.0008121169716316931
68109;7646.408333333333;2856.9;0.0007778023753253357
86538;2955.2475;3314.7000000000003;0.0007374057666018119
64795;2021.4225000000001;6274.85;0.0005520225568379661
67510;3897.266666666667;6810.25;0.0005280135823429542
34697;5074.7266666666665;1256.6000000000001;0.0009620288761109756
40681;3588.2275;3190.25;0.000747966076339743
69659;507.8333333333333;2758.05;0.0007871129463907289
70140;1809.17;1994.7;0.0008672835593864876
76450;2764.8133333333335;6233.400000000001;0.0005539726844650886
87048;6089.84;1370.0;0.0009461487514283428
87921;493.4650000000001;6452.35;0.0005438245678619836
32728;8832.85;5124.6;0.0006117869630898541
90885;2713.9900000000002;1892.0;0.0008793333198049204
57309;3853.9733333333334;3472.15;0.0007244650022291574
84065;5210.7825;4066.3;0.0006794687517966999
82605;6801.9825;2915.3;0.0007724045323018603
56395;1875.9375;2059.85;0.0008598092516898818
88806;3409.6499999999996;7283.35;0.0005084720570749108
52348;2012.32;1947.95;0.0008727275168506136
